index,unitid,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,counted_pct
428,127741,2010,27.5,5.1,25.1,22.9,47.4,15.3,2.1,12.8,51.2,5.4,7.6,13.3,57,11,1.2,7.2,72.4
429,127778,,,,,,,,,,,,,,,,,,28.7
430,127787,,,,,,,,,,,,,,,,,,
431,127820,,,,,,,,,,,,,,,,,,27.5
432,127839,,,,,,,,,,,,,,,,,,
433,127884,,,,,,,,,,,,,,,,,,20.5
434,127909,,,,,,,,,,,,,,,,,,23
435,127918,,,,,,,,,,,,,,,,,,48.4
436,127945,,,,,,,,,,,,,,,,,,65.1
437,128106,2009,13.6,4.4,24.8,23,27.6,11.9,5.9,13,43.2,2.6,14.3,13.6,49.4,8.1,5.2,5.5,40.9
438,128179,,,,,,,,,,,,,,,,,,
439,128188,,,,,,,,,,,,,,,,,,
440,128258,,,,,,,,,,,,,,,,,,36.1
441,128391,,,,,,,,,,,,,,,,,,65.7
442,128498,,,,,,,,,,,,,,,,,,52.9
443,128577,,,,,,,,,,,,,,,,,,34.8
444,128683,,,,,,,,,,,,,,,,,,50.5
445,128744,,,,,,,,,,,,,,,,,,68.2
446,128771,2011,14.1,4.7,47.2,15.7,47.2,12,7.7,9.3,49.6,7.1,16.5,6.9,58.2,9.4,5.8,5.6,64.2
447,128902,,,,,,,,,,,,,,,,,,81.7
448,129020,2011,67.7,2.9,18.4,7.4,82.4,7,1.5,3.1,74.4,5.9,5.8,4.8,79.2,7.9,0.5,2.3,81.2
449,129154,,,,,,,,,,,,,,,,,,21.9
450,129215,2010,32.1,5.5,29.2,16.2,52.5,13.1,3.6,8.1,52.5,8.3,14.2,7.7,59,11.5,1.8,4.7,58.7
451,129242,,,,,,,,,,,,,,,,,,94
452,129367,,,,,,,,,,,,,,,,,,24.8
453,129525,,,,,,,,,,,,,,,,,,78.6
454,129543,,,,,,,,,,,,,,,,,,45.8
455,129695,,,,,,,,,,,,,,,,,,44.2
456,129729,,,,,,,,,,,,,,,,,,45.5
457,129756,,,,,,,,,,,,,,,,,,25.3
458,129774,,,,,,,,,,,,,,,,,,72.6
459,129808,,,,,,,,,,,,,,,,,,39.4
460,129941,,,,,,,,,,,,,,,,,,71.3
461,130004,,,,,,,,,,,,,,,,,,44
462,130040,,,,,,,,,,,,,,,,,,32.2
463,130110,,,,,,,,,,,,,,,,,,23
464,130183,,,,,,,,,,,,,,,,,,48
465,130217,,,,,,,,,,,,,,,,,,42
466,130226,,,,,,,,,,,,,,,,,,84.1
467,130253,,,,,,,,,,,,,,,,,,87.9
468,130314,,,,,,,,,,,,,,,,,,61.6
469,130396,,,,,,,,,,,,,,,,,,28.8
470,130448,,,,,,,,,,,,,,,,,,6.7
471,130493,2011,14.8,4.7,43.3,17.8,43.8,13.1,7,9,46.5,6.4,18.8,6.9,55.2,8.9,3.2,7.3,60.8
472,130590,,,,,,,,,,,,,,,,,,94.4
473,130606,,,,,,,,,,,,,,,,,,38.8
474,130697,,,,,,,,,,,,,,,,,,92.4
475,130776,2009,13.2,4.4,41.4,21.1,40.4,11.8,7.7,11.5,45.1,8.6,11.6,5.6,52.8,11.6,1.7,6.4,55.3
476,130794,,,,,,,,,,,,,,,,,,98.3
477,130891,,,,,,,,,,,,,,,,,,59.2
478,130907,,,,,,,,,,,,,,,,,,61.1
479,130916,,,,,,,,,,,,,,,,,,51.5
480,130934,,,,,,,,,,,,,,,,,,99.1
481,130943,2010,58.3,3.8,24.4,7.3,70,9.3,2.6,6.2,64.2,7.1,11.1,6.2,68.1,9.2,2.8,5.6,88.4
482,130989,,,,,,,,,,,,,,,,,,55.9
483,131098,,,,,,,,,,,,,,,,,,89
484,131113,,,,,,,,,,,,,,,,,,24
485,131159,,,,,,,,,,,,,,,,,,79.7
486,131283,,,,,,,,,,,,,,,,,,89.4
487,131308,,,,,,,,,,,,,,,,,,60.6
488,131399,,,,,,,,,,,,,,,,,,45.6
489,131450,,,,,,,,,,,,,,,,,,78.4
490,131469,,,,,,,,,,,,,,,,,,82.2
491,131496,,,,,,,,,,,,,,,,,,99.7
492,131520,,,,,,,,,,,,,,,,,,21.9
493,131742,,,,,,,,,,,,,,,,,,
494,131803,,,,,,,,,,,,,,,,,,2
495,131876,,,,,,,,,,,,,,,,,,63.3
496,132338,,,,,,,,,,,,,,,,,,41.8
497,132408,,,,,,,,,,,,,,,,,,29.9
498,132471,,,,,,,,,,,,,,,,,,52.6
499,132602,,,,,,,,,,,,,,,,,,65.9
500,132657,,,,,,,,,,,,,,,,,,81.6
501,132693,,,,,,,,,,,,,,,,,,51.9
502,132709,,,,,,,,,,,,,,,,,,42
503,132806,,,,,,,,,,,,,,,,,,
504,132842,,,,,,,,,,,,,,,,,,15.8
505,132851,,,,,,,,,,,,,,,,,,35.3
506,132879,,,,,,,,,,,,,,,,,,50.9
507,132903,2010,34.5,5.8,36.7,12.4,63,10.2,5,7.9,75.3,3.3,5.2,4.3,79.2,4.8,1.2,2.7,54.7
508,133021,,,,,,,,,,,,,,,,,,69.5
509,133085,,,,,,,,,,,,,,,,,,81.3
510,133386,,,,,,,,,,,,,,,,,,45.1
511,133465,,,,,,,,,,,,,,,,,,24.3
512,133492,,,,,,,,,,,,,,,,,,73.8
513,133508,,,,,,,,,,,,,,,,,,19.2
514,133526,,,,,,,,,,,,,,,,,,94.8
515,133553,,,,,,,,,,,,,,,,,,71.6
516,133650,,,,,,,,,,,,,,,,,,83.8
517,133669,2010,16.5,7.2,37.7,20.8,42,16.3,7.7,11.1,61,7.2,8.5,6.7,66.7,11,1.9,3.3,11.6
518,133702,,,,,,,,,,,,,,,,,,39
519,133711,,,,,,,,,,,,,,,,,,74.6
520,133809,,,,,,,,,,,,,,,,,,91.2
521,133845,,,,,,,,,,,,,,,,,,
522,133854,,,,,,,,,,,,,,,,,,
523,133863,,,,,,,,,,,,,,,,,,
524,133872,,,,,,,,,,,,,,,,,,12.9
525,133881,,,,,,,,,,,,,,,,,,99.4
526,133951,2010,19.1,5.5,47.9,13.5,40.4,10.4,20.4,9.6,72.9,3.6,7.7,2.5,76.4,5,2.8,2.2,48
527,133960,,,,,,,,,,,,,,,,,,42.6
528,133979,,,,,,,,,,,,,,,,,,64.1
529,133997,,,,,,,,,,,,,,,,,,65.1
530,134079,,,,,,,,,,,,,,,,,,58.3
531,134097,2010,50.1,5.6,27.9,11,72.9,10.7,2.4,5.5,78.6,3.3,4.2,4.4,81.3,4.9,0.6,3.2,73.3
532,134112,,,,,,,,,,,,,,,,,,
533,134121,,,,,,,,,,,,,,,,,,
534,134130,,,,,,,,,,,,,,,,,,66.4
535,134149,,,,,,,,,,,,,,,,,,54.2
536,134237,,,,,,,,,,,,,,,,,,100
537,134343,,,,,,,,,,,,,,,,,,47.5
538,134495,,,,,,,,,,,,,,,,,,44.5
539,134510,,,,,,,,,,,,,,,,,,78.4
540,134608,,,,,,,,,,,,,,,,,,37.8
541,134680,,,,,,,,,,,,,,,,,,46.4
542,134811,,,,,,,,,,,,,,,,,,73.4
543,134909,,,,,,,,,,,,,,,,,,65.8
544,134945,,,,,,,,,,,,,,,,,,54.4
545,135063,,,,,,,,,,,,,,,,,,16.2
546,135081,,,,,,,,,,,,,,,,,,65.7
547,135124,,,,,,,,,,,,,,,,,,
548,135160,,,,,,,,,,,,,,,,,,53.6
549,135188,,,,,,,,,,,,,,,,,,42.6
550,135364,,,,,,,,,,,,,,,,,,28.2
551,135391,,,,,,,,,,,,,,,,,,52
552,135717,,,,,,,,,,,,,,,,,,54.6
553,135726,,,,,,,,,,,,,,,,,,75.7
554,135939,,,,,,,,,,,,,,,,,,100
555,135957,,,,,,,,,,,,,,,,,,
556,136066,,,,,,,,,,,,,,,,,,84.4
557,136145,,,,,,,,,,,,,,,,,,59.1
558,136172,2011,25.5,9.1,33.2,18.9,50.4,14.5,6.6,11.4,75.9,5.8,3.6,4.4,77.7,7.6,1.6,3.4,51.2
559,136206,,,,,,,,,,,,,,,,,,46.5
560,136215,,,,,,,,,,,,,,,,,,27.8
561,136233,,,,,,,,,,,,,,,,,,39.8
562,136288,,,,,,,,,,,,,,,,,,53.1
563,136330,,,,,,,,,,,,,,,,,,99.8
564,136358,,,,,,,,,,,,,,,,,,44.9
565,136400,,,,,,,,,,,,,,,,,,50.1
566,136473,,,,,,,,,,,,,,,,,,52.3
567,136516,,,,,,,,,,,,,,,,,,46.2
568,136774,,,,,,,,,,,,,,,,,,71.2
569,136950,,,,,,,,,,,,,,,,,,100
570,137032,,,,,,,,,,,,,,,,,,19.1
571,137078,,,,,,,,,,,,,,,,,,37
572,137096,,,,,,,,,,,,,,,,,,46.1
573,137148,,,,,,,,,,,,,,,,,,0
574,137209,,,,,,,,,,,,,,,,,,50.6
575,137281,,,,,,,,,,,,,,,,,,49.6
576,137315,,,,,,,,,,,,,,,,,,57.4
577,137351,2010,22.8,5.3,40.1,15.9,50.4,11.1,8.9,9.9,53,6.8,11.2,6.4,59.1,10,3.6,4.6,39.1
578,137476,,,,,,,,,,,,,,,,,,64.2
579,137546,,,,,,,,,,,,,,,,,,88.1
580,137564,,,,,,,,,,,,,,,,,,46.3
581,137759,,,,,,,,,,,,,,,,,,49.8
582,137801,,,,,,,,,,,,,,,,,,56.4
583,137810,,,,,,,,,,,,,,,,,,49.7
584,137847,,,,,,,,,,,,,,,,,,73.5
585,137953,,,,,,,,,,,,,,,,,,82
586,137962,,,,,,,,,,,,,,,,,,41.7
587,138187,,,,,,,,,,,,,,,,,,45.6
588,138275,,,,,,,,,,,,,,,,,,42.2
589,138293,,,,,,,,,,,,,,,,,,99.2
590,138309,,,,,,,,,,,,,,,,,,38.1
591,138354,2011,23.1,7.7,34,20.9,47.8,18.4,6.3,8.6,63.5,7.4,7.8,6.2,67.9,10,3.5,3.3,36.5
592,138558,,,,,,,,,,,,,,,,,,76.6
593,138600,,,,,,,,,,,,,,,,,,85.2
594,138655,,,,,,,,,,,,,,,,,,96.3
595,138682,,,,,,,,,,,,,,,,,,43.5
596,138691,,,,,,,,,,,,,,,,,,45.7
597,138716,,,,,,,,,,,,,,,,,,65.7
598,138761,,,,,,,,,,,,,,,,,,91.1
599,138789,,,,,,,,,,,,,,,,,,44.9
600,138813,,,,,,,,,,,,,,,,,,47.7
601,138840,,,,,,,,,,,,,,,,,,42.8
602,138868,,,,,,,,,,,,,,,,,,45
603,138901,,,,,,,,,,,,,,,,,,38.7
604,138947,,,,,,,,,,,,,,,,,,88
605,138956,,,,,,,,,,,,,,,,,,41.9
606,139010,,,,,,,,,,,,,,,,,,50.5
607,139074,,,,,,,,,,,,,,,,,,
608,139144,,,,,,,,,,,,,,,,,,90.1
609,139153,,,,,,,,,,,,,,,,,,24.8
610,139199,,,,,,,,,,,,,,,,,,58.6
611,139205,,,,,,,,,,,,,,,,,,50.3
612,139214,,,,,,,,,,,,,,,,,,29.4
613,139250,,,,,,,,,,,,,,,,,,41
614,139278,,,,,,,,,,,,,,,,,,39.8
615,139287,,,,,,,,,,,,,,,,,,
616,139311,,,,,,,,,,,,,,,,,,30.9
617,139357,,,,,,,,,,,,,,,,,,32
618,139366,,,,,,,,,,,,,,,,,,56.7
619,139384,,,,,,,,,,,,,,,,,,34.9
620,139393,,,,,,,,,,,,,,,,,,82.7
621,139463,,,,,,,,,,,,,,,,,,55.9
622,139579,,,,,,,,,,,,,,,,,,13
623,139621,,,,,,,,,,,,,,,,,,70.4
624,139630,,,,,,,,,,,,,,,,,,51.3
625,139658,,,,,,,,,,,,,,,,,,94.5
626,139700,,,,,,,,,,,,,,,,,,58.7
627,139719,,,,,,,,,,,,,,,,,,84.5
628,139755,,,,,,,,,,,,,,,,,,88.9
629,139764,,,,,,,,,,,,,,,,,,52.4
630,139861,,,,,,,,,,,,,,,,,,71.2
631,139904,,,,,,,,,,,,,,,,,,62.8
632,139931,2010,18.3,4.2,38.3,22.6,44.8,15.3,5.5,13.4,54.3,7.4,13.3,10.8,62.9,12.5,2.7,6.1,67.5
633,139940,2010,17.6,3.5,48.3,16.3,48.3,12.1,11.9,9.7,57.4,6.9,13.6,7.2,64.1,10.8,3.6,4.6,44.5
634,139959,2010,52.3,3.4,34,6.2,79,7.9,4.4,2.8,78.1,4.5,5.8,4.9,82.3,7.3,1.2,2.8,72.8
635,139968,,,,,,,,,,,,,,,,,,67.6
636,139986,,,,,,,,,,,,,,,,,,33.5
637,139995,,,,,,,,,,,,,,,,,,100
638,140003,,,,,,,,,,,,,,,,,,80.2
639,140012,,,,,,,,,,,,,,,,,,32.3
640,140164,,,,,,,,,,,,,,,,,,50.2
641,140234,,,,,,,,,,,,,,,,,,65.7
642,140243,,,,,,,,,,,,,,,,,,39.8
643,140252,,,,,,,,,,,,,,,,,,15.8
644,140331,,,,,,,,,,,,,,,,,,29.7
645,140340,,,,,,,,,,,,,,,,,,24.8
646,140447,,,,,,,,,,,,,,,,,,49.1
647,140553,,,,,,,,,,,,,,,,,,86.1
648,140599,,,,,,,,,,,,,,,,,,66.2
649,140678,,,,,,,,,,,,,,,,,,51.9
650,140696,,,,,,,,,,,,,,,,,,67
651,140720,,,,,,,,,,,,,,,,,,88.4
652,140818,,,,,,,,,,,,,,,,,,57.6
653,140872,,,,,,,,,,,,,,,,,,77.6
654,140942,,,,,,,,,,,,,,,,,,26.5
655,140951,,,,,,,,,,,,,,,,,,72.9
656,140960,,,,,,,,,,,,,,,,,,77.7
657,140988,,,,,,,,,,,,,,,,,,80
658,141006,,,,,,,,,,,,,,,,,,70.7
659,141060,,,,,,,,,,,,,,,,,,99.3
660,141097,,,,,,,,,,,,,,,,,,44.1
661,141158,,,,,,,,,,,,,,,,,,18.4
662,141167,,,,,,,,,,,,,,,,,,58.2
663,141185,,,,,,,,,,,,,,,,,,80.7
664,141237,,,,,,,,,,,,,,,,,,63.5
665,141255,,,,,,,,,,,,,,,,,,32.9
666,141264,,,,,,,,,,,,,,,,,,69
667,141325,,,,,,,,,,,,,,,,,,47
668,141334,,,,,,,,,,,,,,,,,,66.3
669,141361,,,,,,,,,,,,,,,,,,93.2
670,141468,,,,,,,,,,,,,,,,,,41.5
671,141486,,,,,,,,,,,,,,,,,,47.8
672,141565,,,,,,,,,,,,,,,,,,44.6
673,141574,,,,,,,,,,,,,,,,,,43.6
674,141644,,,,,,,,,,,,,,,,,,28.6
675,141680,,,,,,,,,,,,,,,,,,25.5
676,141796,,,,,,,,,,,,,,,,,,21.9
677,141802,,,,,,,,,,,,,,,,,,32
678,141811,,,,,,,,,,,,,,,,,,29.2
679,141839,,,,,,,,,,,,,,,,,,26.8
680,141981,,,,,,,,,,,,,,,,,,6
681,141990,,,,,,,,,,,,,,,,,,25.9
682,142054,,,,,,,,,,,,,,,,,,
683,142090,,,,,,,,,,,,,,,,,,68.6
684,142115,,,,,,,,,,,,,,,,,,57.4
685,142179,,,,,,,,,,,,,,,,,,19
686,142276,,,,,,,,,,,,,,,,,,37
687,142285,2011,23,3.4,36.3,16.9,50.9,10.5,4.8,10.4,57.2,5.4,11.8,5.5,64.6,7.9,3,4.1,70.6
688,142294,,,,,,,,,,,,,,,,,,76.7
689,142328,,,,,,,,,,,,,,,,,,62.8
690,142337,,,,,,,,,,,,,,,,,,81.5
691,142443,,,,,,,,,,,,,,,,,,43.2
692,142461,,,,,,,,,,,,,,,,,,61.8
693,142522,,,,,,,,,,,,,,,,,,81.4
694,142559,,,,,,,,,,,,,,,,,,36.4
695,142887,,,,,,,,,,,,,,,,,,80.7
696,143048,,,,,,,,,,,,,,,,,,100
697,143084,,,,,,,,,,,,,,,,,,93.4
698,143118,,,,,,,,,,,,,,,,,,49.8
699,143215,,,,,,,,,,,,,,,,,,38
700,143279,,,,,,,,,,,,,,,,,,37
701,143288,,,,,,,,,,,,,,,,,,81.6
702,143358,,,,,,,,,,,,,,,,,,77.6
703,143613,,,,,,,,,,,,,,,,,,39.8
704,144005,,,,,,,,,,,,,,,,,,29.7
705,144050,,,,,,,,,,,,,,,,,,96.9
706,144157,,,,,,,,,,,,,,,,,,46.1
707,144166,,,,,,,,,,,,,,,,,,24.9
708,144175,,,,,,,,,,,,,,,,,,46
709,144184,,,,,,,,,,,,,,,,,,27.7
710,144193,,,,,,,,,,,,,,,,,,22.4
711,144209,,,,,,,,,,,,,,,,,,55.8
712,144218,,,,,,,,,,,,,,,,,,34.7
713,144281,,,,,,,,,,,,,,,,,,53.8
714,144351,,,,,,,,,,,,,,,,,,69.5
715,144467,,,,,,,,,,,,,,,,,,
716,144485,,,,,,,,,,,,,,,,,,
717,144564,,,,,,,,,,,,,,,,,,43.9
718,144740,,,,,,,,,,,,,,,,,,62.5
719,144865,,,,,,,,,,,,,,,,,,36.6
720,144883,,,,,,,,,,,,,,,,,,72.8
721,144892,2011,35.9,1.8,52.3,5.4,74,5.4,4.4,5,73.5,1.8,14.7,3,82.8,2.8,1,2.6,58.1
722,144944,,,,,,,,,,,,,,,,,,35.6
723,144962,,,,,,,,,,,,,,,,,,59.8
724,144971,,,,,,,,,,,,,,,,,,54.2
725,145239,,,,,,,,,,,,,,,,,,36
726,145372,,,,,,,,,,,,,,,,,,64.5
727,145460,,,,,,,,,,,,,,,,,,20.1
728,145497,,,,,,,,,,,,,,,,,,93.4
729,145521,,,,,,,,,,,,,,,,,,56.6
730,145600,,,,,,,,,,,,,,,,,,66.2
731,145619,,,,,,,,,,,,,,,,,,46.1
732,145637,2008,64.1,2.2,22.3,7.5,81.6,6.4,1,3.8,82.5,4.2,3.2,3.7,84,6.2,0.6,2.6,88.9
733,145646,,,,,,,,,,,,,,,,,,94.7
734,145682,,,,,,,,,,,,,,,,,,31.6
735,145691,,,,,,,,,,,,,,,,,,84.4
736,145707,,,,,,,,,,,,,,,,,,54.3
737,145725,,,,,,,,,,,,,,,,,,99.8
738,145770,,,,,,,,,,,,,,,,,,1.6
739,145813,,,,,,,,,,,,,,,,,,64.5
740,145831,,,,,,,,,,,,,,,,,,28.2
741,146010,,,,,,,,,,,,,,,,,,71.7
742,146205,,,,,,,,,,,,,,,,,,24.6
743,146278,,,,,,,,,,,,,,,,,,44.7
744,146296,,,,,,,,,,,,,,,,,,40.7
745,146339,,,,,,,,,,,,,,,,,,40.1
746,146348,,,,,,,,,,,,,,,,,,30
747,146366,,,,,,,,,,,,,,,,,,28.9
748,146393,,,,,,,,,,,,,,,,,,32.7
749,146418,,,,,,,,,,,,,,,,,,40.8
750,146427,,,,,,,,,,,,,,,,,,88.2
751,146472,,,,,,,,,,,,,,,,,,31
752,146481,,,,,,,,,,,,,,,,,,84.4
753,146506,,,,,,,,,,,,,,,,,,26.9
754,146603,,,,,,,,,,,,,,,,,,14.9
755,146612,,,,,,,,,,,,,,,,,,56.4
756,146667,,,,,,,,,,,,,,,,,,70.6
757,146676,,,,,,,,,,,,,,,,,,70.3
758,146685,,,,,,,,,,,,,,,,,,41.5
759,146700,,,,,,,,,,,,,,,,,,
760,146719,,,,,,,,,,,,,,,,,,73.2
761,146755,,,,,,,,,,,,,,,,,,100
762,146816,,,,,,,,,,,,,,,,,,23.3
763,146825,,,,,,,,,,,,,,,,,,59
764,147004,,,,,,,,,,,,,,,,,,30.8
765,147013,,,,,,,,,,,,,,,,,,41.3
766,147129,,,,,,,,,,,,,,,,,,
767,147165,,,,,,,,,,,,,,,,,,9.8
768,147244,,,,,,,,,,,,,,,,,,70.5
769,147341,,,,,,,,,,,,,,,,,,88.5
770,147369,,,,,,,,,,,,,,,,,,
771,147378,,,,,,,,,,,,,,,,,,38.9
772,147396,,,,,,,,,,,,,,,,,,90
773,147411,,,,,,,,,,,,,,,,,,22.9
774,147536,,,,,,,,,,,,,,,,,,0.4
775,147660,,,,,,,,,,,,,,,,,,62.3
776,147679,,,,,,,,,,,,,,,,,,62.7
777,147703,2010,27.3,4.3,36.4,17.6,56.2,10.1,4.1,9.8,64.8,7.7,5.9,7.3,69.3,11,1.1,4.3,55.8
778,147749,,,,,,,,,,,,,,,,,,50.3
779,147767,,,,,,,,,,,,,,,,,,89.6
780,147776,,,,,,,,,,,,,,,,,,40.9
781,147800,,,,,,,,,,,,,,,,,,27.9
782,147828,,,,,,,,,,,,,,,,,,67.4
783,147916,,,,,,,,,,,,,,,,,,28.4
784,148007,,,,,,,,,,,,,,,,,,44.6
785,148131,,,,,,,,,,,,,,,,,,66.3
786,148140,,,,,,,,,,,,,,,,,,
787,148177,,,,,,,,,,,,,,,,,,35.1
788,148256,,,,,,,,,,,,,,,,,,34.9
789,148292,,,,,,,,,,,,,,,,,,22.9
790,148335,,,,,,,,,,,,,,,,,,61
791,148380,,,,,,,,,,,,,,,,,,49.8
792,148399,,,,,,,,,,,,,,,,,,63.8
793,148405,,,,,,,,,,,,,,,,,,44.4
794,148487,,,,,,,,,,,,,,,,,,24.3
795,148496,,,,,,,,,,,,,,,,,,72
796,148584,,,,,,,,,,,,,,,,,,41.2
797,148627,,,,,,,,,,,,,,,,,,67.5
798,148654,2009,47,7.8,25.2,15.7,67,14.8,1.7,6.1,62.9,3.8,7.7,6.1,67.5,6.4,1,3.8,28.6
799,148672,,,,,,,,,,,,,,,,,,41.8
800,148821,,,,,,,,,,,,,,,,,,40.1
801,148849,,,,,,,,,,,,,,,,,,55.6
802,148876,,,,,,,,,,,,,,,,,,86.1
803,148937,,,,,,,,,,,,,,,,,,14.1
804,148991,,,,,,,,,,,,,,,,,,24.6
805,149222,2010,25.9,3.7,29.2,21.6,45.7,10.9,4.2,12.6,69.1,3.6,7.5,6.5,73.7,4.8,1.6,5.3,49.8
806,149231,2010,28.7,4.5,33.4,18.4,52.2,12.9,6.8,9.4,52.1,7.5,11.6,9.7,59,11.6,2.7,7.9,59.8
807,149310,,,,,,,,,,,,,,,,,,
808,149365,,,,,,,,,,,,,,,,,,20.8
809,149505,,,,,,,,,,,,,,,,,,49.2
810,149514,,,,,,,,,,,,,,,,,,50
811,149532,,,,,,,,,,,,,,,,,,34.2
812,149639,,,,,,,,,,,,,,,,,,38.2
813,149727,,,,,,,,,,,,,,,,,,36.6
814,149772,2010,34.6,3.6,29.7,17.5,57.5,10.4,2.6,9,60.6,5.7,7.5,8,65.8,8.3,1.9,4.9,60.9
815,149781,,,,,,,,,,,,,,,,,,88.8
816,149842,,,,,,,,,,,,,,,,,,30.6
817,150048,,,,,,,,,,,,,,,,,,66.3
818,150066,,,,,,,,,,,,,,,,,,78.4
819,150136,,,,,,,,,,,,,,,,,,83.6
820,150145,,,,,,,,,,,,,,,,,,88.6
821,150163,,,,,,,,,,,,,,,,,,90.6
822,150172,,,,,,,,,,,,,,,,,,22
823,150251,,,,,,,,,,,,,,,,,,61
824,150400,,,,,,,,,,,,,,,,,,100
825,150455,,,,,,,,,,,,,,,,,,100
826,150534,,,,,,,,,,,,,,,,,,92
827,150604,,,,,,,,,,,,,,,,,,82.7
828,150668,,,,,,,,,,,,,,,,,,68
829,150677,,,,,,,,,,,,,,,,,,87.9
830,150756,,,,,,,,,,,,,,,,,,96.7
831,150774,,,,,,,,,,,,,,,,,,85.9
832,150941,,,,,,,,,,,,,,,,,,76.1
833,150987,,,,,,,,,,,,,,,,,,36.3
834,151102,2011,7.2,8.2,31.1,18.2,25.6,14.6,10.9,12.4,28.8,11.8,17.7,12.4,35.9,15.8,7.3,11.5,57.3
835,151111,,,,,,,,,,,,,,,,,,93
836,151166,,,,,,,,,,,,,,,,,,36
837,151263,,,,,,,,,,,,,,,,,,77
838,151290,,,,,,,,,,,,,,,,,,38.5
839,151306,2010,13.9,5.5,27.4,21.4,31.8,13.2,6.2,12.1,39.1,9.1,11.5,15,45.5,13.8,3.8,7.7,75.9
840,151324,2010,23.1,6.8,36.1,19.6,48.1,12.9,10.1,13.7,50.1,9.4,21.8,9.8,60.6,13.1,7.4,7.2,98.5
841,151333,2010,4.5,9.1,23.5,24.9,21.2,17.8,8.5,12.5,20.9,29.8,24.1,17.8,24.1,30.9,11,12.6,87.6
842,151342,,,,,,,,,,,,,,,,,,82.5
843,151351,,,,,,,,,,,,,,,,,,99.8
844,151360,,,,,,,,,,,,,,,,,,77.3
845,151379,,,,,,,,,,,,,,,,,,89.1
846,151388,,,,,,,,,,,,,,,,,,81.5
847,151458,,,,,,,,,,,,,,,,,,89.9
848,151467,,,,,,,,,,,,,,,,,,83.3
849,151494,,,,,,,,,,,,,,,,,,69.9
850,151500,,,,,,,,,,,,,,,,,,62.2
851,151519,,,,,,,,,,,,,,,,,,41.4
852,151616,,,,,,,,,,,,,,,,,,50
853,151625,,,,,,,,,,,,,,,,,,100
854,151661,,,,,,,,,,,,,,,,,,
855,151777,,,,,,,,,,,,,,,,,,95.8
856,151786,,,,,,,,,,,,,,,,,,45.2
857,151801,,,,,,,,,,,,,,,,,,49.3
858,151810,,,,,,,,,,,,,,,,,,44.8
859,151944,,,,,,,,,,,,,,,,,,100
860,152080,,,,,,,,,,,,,,,,,,92.5
861,152099,,,,,,,,,,,,,,,,,,46.2
862,152248,2010,6.2,4.6,35.7,16.2,25.8,9.7,13.3,11.3,25.1,9.2,19.3,12.5,32.5,10.8,7.5,12,49.2
863,152266,2010,4.5,7,23.1,23.1,17.1,17.2,7,14.7,26,8.1,17.1,19.5,34.1,16.3,6.5,10.6,53.4
864,152318,,,,,,,,,,,,,,,,,,97.5
865,152336,,,,,,,,,,,,,,,,,,62.5
866,152363,,,,,,,,,,,,,,,,,,74.9
867,152381,,,,,,,,,,,,,,,,,,21.8
868,152390,,,,,,,,,,,,,,,,,,94.3
869,152415,,,,,,,,,,,,,,,,,,
870,152530,,,,,,,,,,,,,,,,,,91.1
871,152567,,,,,,,,,,,,,,,,,,79.8
872,152600,,,,,,,,,,,,,,,,,,82.3
873,152637,,,,,,,,,,,,,,,,,,59.9
874,152673,,,,,,,,,,,,,,,,,,98.8
875,152798,,,,,,,,,,,,,,,,,,34.9
876,152822,,,,,,,,,,,,,,,,,,53.6
877,152992,,,,,,,,,,,,,,,,,,67.1
878,153001,,,,,,,,,,,,,,,,,,34.5
879,153108,,,,,,,,,,,,,,,,,,93.6
880,153126,,,,,,,,,,,,,,,,,,54.5
881,153144,,,,,,,,,,,,,,,,,,100
882,153162,,,,,,,,,,,,,,,,,,100
883,153214,,,,,,,,,,,,,,,,,,26.6
884,153241,,,,,,,,,,,,,,,,,,100
885,153250,,,,,,,,,,,,,,,,,,100
886,153269,,,,,,,,,,,,,,,,,,83.1
887,153278,,,,,,,,,,,,,,,,,,70.6
888,153296,,,,,,,,,,,,,,,,,,62.9
889,153302,,,,,,,,,,,,,,,,,,55.2
890,153311,,,,,,,,,,,,,,,,,,46.6
891,153320,,,,,,,,,,,,,,,,,,74.6
892,153366,,,,,,,,,,,,,,,,,,38.9
893,153375,,,,,,,,,,,,,,,,,,38.2
894,153384,,,,,,,,,,,,,,,,,,95.9
895,153409,,,,,,,,,,,,,,,,,,12.5
896,153418,,,,,,,,,,,,,,,,,,17.8
897,153427,,,,,,,,,,,,,,,,,,100
898,153445,,,,,,,,,,,,,,,,,,36.2
899,153472,,,,,,,,,,,,,,,,,,
900,153524,,,,,,,,,,,,,,,,,,77.2
901,153533,,,,,,,,,,,,,,,,,,36.7
902,153603,2010,36.7,3.3,39.5,11.5,71,8.6,3,5.8,59.7,5.9,10.1,8.3,67.3,9.3,1.3,5.7,73.8
