index,unitid,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,cohort_size
403,126702,,,,,,,,,,,,,,,,,,180.0
404,126711,,,,,,,,,,,,,,,,,,
405,126748,,,,,,,,,,,,,,,,,,166.0
406,126775,,,,,,,,,,,,,,,,,,772.0
407,126784,,,,,,,,,,,,,,,,,,143.0
408,126818,2010.0,36.5,3.6,34.7,13.9,63.7,10.5,4.1,7.2,54.5,6.2,13.9,8.6,63.6,10.2,2.9,5.5,4352.0
409,126827,,,,,,,,,,,,,,,,,,54.0
410,126863,,,,,,,,,,,,,,,,,,475.0
411,126872,,,,,,,,,,,,,,,,,,107.0
412,126924,,,,,,,,,,,,,,,,,,40.0
413,126942,,,,,,,,,,,,,,,,,,873.0
414,126951,,,,,,,,,,,,,,,,,,827.0
415,127024,,,,,,,,,,,,,,,,,,641.0
416,127060,,,,,,,,,,,,,,,,,,1130.0
417,127185,,,,,,,,,,,,,,,,,,863.0
418,127200,,,,,,,,,,,,,,,,,,1540.0
419,127389,,,,,,,,,,,,,,,,,,134.0
420,127556,2009.0,10.3,7.8,30.5,18.8,25.7,15.6,8.5,11.6,43.6,7.2,15.0,10.0,50.8,11.6,4.1,6.6,686.0
421,127565,2010.0,3.1,1.6,33.3,17.0,15.8,6.9,15.4,12.8,21.0,6.9,20.3,11.0,29.3,11.5,7.0,9.6,1910.0
422,127617,,,,,,,,,,,,,,,,,,87.0
423,127653,,,,,,,,,,,,,,,,,,66.0
424,127680,,,,,,,,,,,,,,,,,,5.0
425,127699,,,,,,,,,,,,,,,,,,8.0
426,127714,,,,,,,,,,,,,,,,,,8.0
427,127732,,,,,,,,,,,,,,,,,,407.0
428,127741,2010.0,27.5,5.1,25.1,22.9,47.4,15.3,2.1,12.8,51.2,5.4,7.6,13.3,57.0,11.0,1.2,7.2,2199.0
429,127778,,,,,,,,,,,,,,,,,,283.0
430,127787,,,,,,,,,,,,,,,,,,307.0
431,127820,,,,,,,,,,,,,,,,,,1305.0
432,127839,,,,,,,,,,,,,,,,,,410.0
433,127884,,,,,,,,,,,,,,,,,,666.0
434,127909,,,,,,,,,,,,,,,,,,836.0
435,127918,,,,,,,,,,,,,,,,,,353.0
436,127945,,,,,,,,,,,,,,,,,,121.0
437,128106,2009.0,13.6,4.4,24.8,23.0,27.6,11.9,5.9,13.0,43.2,2.6,14.3,13.6,49.4,8.1,5.2,5.5,602.0
438,128179,,,,,,,,,,,,,,,,,,411.0
439,128188,,,,,,,,,,,,,,,,,,481.0
440,128258,,,,,,,,,,,,,,,,,,301.0
441,128391,,,,,,,,,,,,,,,,,,488.0
442,128498,,,,,,,,,,,,,,,,,,127.0
443,128577,,,,,,,,,,,,,,,,,,224.0
444,128683,,,,,,,,,,,,,,,,,,24.0
445,128744,,,,,,,,,,,,,,,,,,331.0
446,128771,2011.0,14.1,4.7,47.2,15.7,47.2,12.0,7.7,9.3,49.6,7.1,16.5,6.9,58.2,9.4,5.8,5.6,1466.0
447,128902,,,,,,,,,,,,,,,,,,492.0
448,129020,2011.0,67.7,2.9,18.4,7.4,82.4,7.0,1.5,3.1,74.4,5.9,5.8,4.8,79.2,7.9,0.5,2.3,3129.0
449,129154,,,,,,,,,,,,,,,,,,
450,129215,2010.0,32.1,5.5,29.2,16.2,52.5,13.1,3.6,8.1,52.5,8.3,14.2,7.7,59.0,11.5,1.8,4.7,817.0
451,129242,,,,,,,,,,,,,,,,,,842.0
452,129367,,,,,,,,,,,,,,,,,,425.0
453,129525,,,,,,,,,,,,,,,,,,1151.0
454,129543,,,,,,,,,,,,,,,,,,858.0
455,129695,,,,,,,,,,,,,,,,,,1103.0
456,129729,,,,,,,,,,,,,,,,,,1004.0
457,129756,,,,,,,,,,,,,,,,,,374.0
458,129774,,,,,,,,,,,,,,,,,,263.0
459,129808,,,,,,,,,,,,,,,,,,670.0
460,129941,,,,,,,,,,,,,,,,,,669.0
461,130004,,,,,,,,,,,,,,,,,,577.0
462,130040,,,,,,,,,,,,,,,,,,193.0
463,130110,,,,,,,,,,,,,,,,,,16.0
464,130183,,,,,,,,,,,,,,,,,,115.0
465,130217,,,,,,,,,,,,,,,,,,320.0
466,130226,,,,,,,,,,,,,,,,,,1357.0
467,130253,,,,,,,,,,,,,,,,,,956.0
468,130314,,,,,,,,,,,,,,,,,,165.0
469,130396,,,,,,,,,,,,,,,,,,894.0
470,130448,,,,,,,,,,,,,,,,,,
471,130493,2011.0,14.8,4.7,43.3,17.8,43.8,13.1,7.0,9.0,46.5,6.4,18.8,6.9,55.2,8.9,3.2,7.3,1333.0
472,130590,,,,,,,,,,,,,,,,,,576.0
473,130606,,,,,,,,,,,,,,,,,,613.0
474,130697,,,,,,,,,,,,,,,,,,733.0
475,130776,2009.0,13.2,4.4,41.4,21.1,40.4,11.8,7.7,11.5,45.1,8.6,11.6,5.6,52.8,11.6,1.7,6.4,903.0
476,130794,,,,,,,,,,,,,,,,,,1313.0
477,130891,,,,,,,,,,,,,,,,,,756.0
478,130907,,,,,,,,,,,,,,,,,,530.0
479,130916,,,,,,,,,,,,,,,,,,964.0
480,130934,,,,,,,,,,,,,,,,,,799.0
481,130943,2010.0,58.3,3.8,24.4,7.3,70.0,9.3,2.6,6.2,64.2,7.1,11.1,6.2,68.1,9.2,2.8,5.6,3572.0
482,130989,,,,,,,,,,,,,,,,,,81.0
483,131098,,,,,,,,,,,,,,,,,,482.0
484,131113,,,,,,,,,,,,,,,,,,287.0
485,131159,,,,,,,,,,,,,,,,,,1284.0
486,131283,,,,,,,,,,,,,,,,,,864.0
487,131308,,,,,,,,,,,,,,,,,,55.0
488,131399,,,,,,,,,,,,,,,,,,244.0
489,131450,,,,,,,,,,,,,,,,,,174.0
490,131469,,,,,,,,,,,,,,,,,,2123.0
491,131496,,,,,,,,,,,,,,,,,,1577.0
492,131520,,,,,,,,,,,,,,,,,,1451.0
493,131742,,,,,,,,,,,,,,,,,,1063.0
494,131803,,,,,,,,,,,,,,,,,,11.0
495,131876,,,,,,,,,,,,,,,,,,221.0
496,132338,,,,,,,,,,,,,,,,,,205.0
497,132408,,,,,,,,,,,,,,,,,,38.0
498,132471,,,,,,,,,,,,,,,,,,472.0
499,132602,,,,,,,,,,,,,,,,,,821.0
500,132657,,,,,,,,,,,,,,,,,,516.0
501,132693,,,,,,,,,,,,,,,,,,
502,132709,,,,,,,,,,,,,,,,,,
503,132806,,,,,,,,,,,,,,,,,,274.0
504,132842,,,,,,,,,,,,,,,,,,23.0
505,132851,,,,,,,,,,,,,,,,,,
506,132879,,,,,,,,,,,,,,,,,,31.0
507,132903,2010.0,34.5,5.8,36.7,12.4,63.0,10.2,5.0,7.9,75.3,3.3,5.2,4.3,79.2,4.8,1.2,2.7,6350.0
508,133021,,,,,,,,,,,,,,,,,,
509,133085,,,,,,,,,,,,,,,,,,164.0
510,133386,,,,,,,,,,,,,,,,,,
511,133465,,,,,,,,,,,,,,,,,,50.0
512,133492,,,,,,,,,,,,,,,,,,535.0
513,133508,,,,,,,,,,,,,,,,,,
514,133526,,,,,,,,,,,,,,,,,,185.0
515,133553,,,,,,,,,,,,,,,,,,1014.0
516,133650,,,,,,,,,,,,,,,,,,1854.0
517,133669,2010.0,16.5,7.2,37.7,20.8,42.0,16.3,7.7,11.1,61.0,7.2,8.5,6.7,66.7,11.0,1.9,3.3,2563.0
518,133702,,,,,,,,,,,,,,,,,,
519,133711,,,,,,,,,,,,,,,,,,531.0
520,133809,,,,,,,,,,,,,,,,,,229.0
521,133845,,,,,,,,,,,,,,,,,,525.0
522,133854,,,,,,,,,,,,,,,,,,534.0
523,133863,,,,,,,,,,,,,,,,,,422.0
524,133872,,,,,,,,,,,,,,,,,,6.0
525,133881,,,,,,,,,,,,,,,,,,675.0
526,133951,2010.0,19.1,5.5,47.9,13.5,40.4,10.4,20.4,9.6,72.9,3.6,7.7,2.5,76.4,5.0,2.8,2.2,3230.0
527,133960,,,,,,,,,,,,,,,,,,119.0
528,133979,,,,,,,,,,,,,,,,,,510.0
529,133997,,,,,,,,,,,,,,,,,,177.0
530,134079,,,,,,,,,,,,,,,,,,423.0
531,134097,2010.0,50.1,5.6,27.9,11.0,72.9,10.7,2.4,5.5,78.6,3.3,4.2,4.4,81.3,4.9,0.6,3.2,6108.0
532,134112,,,,,,,,,,,,,,,,,,
533,134121,,,,,,,,,,,,,,,,,,
534,134130,,,,,,,,,,,,,,,,,,6440.0
535,134149,,,,,,,,,,,,,,,,,,36.0
536,134237,,,,,,,,,,,,,,,,,,3240.0
537,134343,,,,,,,,,,,,,,,,,,
538,134495,,,,,,,,,,,,,,,,,,2815.0
539,134510,,,,,,,,,,,,,,,,,,20.0
540,134608,,,,,,,,,,,,,,,,,,
541,134680,,,,,,,,,,,,,,,,,,217.0
542,134811,,,,,,,,,,,,,,,,,,444.0
543,134909,,,,,,,,,,,,,,,,,,10.0
544,134945,,,,,,,,,,,,,,,,,,581.0
545,135063,,,,,,,,,,,,,,,,,,14.0
546,135081,,,,,,,,,,,,,,,,,,430.0
547,135124,,,,,,,,,,,,,,,,,,590.0
548,135160,,,,,,,,,,,,,,,,,,
549,135188,,,,,,,,,,,,,,,,,,
550,135364,,,,,,,,,,,,,,,,,,2.0
551,135391,,,,,,,,,,,,,,,,,,
552,135717,,,,,,,,,,,,,,,,,,
553,135726,,,,,,,,,,,,,,,,,,1977.0
554,135939,,,,,,,,,,,,,,,,,,9.0
555,135957,,,,,,,,,,,,,,,,,,395.0
556,136066,,,,,,,,,,,,,,,,,,
557,136145,,,,,,,,,,,,,,,,,,208.0
558,136172,2011.0,25.5,9.1,33.2,18.9,50.4,14.5,6.6,11.4,75.9,5.8,3.6,4.4,77.7,7.6,1.6,3.4,2048.0
559,136206,,,,,,,,,,,,,,,,,,139.0
560,136215,,,,,,,,,,,,,,,,,,488.0
561,136233,,,,,,,,,,,,,,,,,,
562,136288,,,,,,,,,,,,,,,,,,18.0
563,136330,,,,,,,,,,,,,,,,,,423.0
564,136358,,,,,,,,,,,,,,,,,,
565,136400,,,,,,,,,,,,,,,,,,1448.0
566,136473,,,,,,,,,,,,,,,,,,
567,136516,,,,,,,,,,,,,,,,,,
568,136774,,,,,,,,,,,,,,,,,,291.0
569,136950,,,,,,,,,,,,,,,,,,525.0
570,137032,,,,,,,,,,,,,,,,,,453.0
571,137078,,,,,,,,,,,,,,,,,,
572,137096,,,,,,,,,,,,,,,,,,
573,137148,,,,,,,,,,,,,,,,,,
574,137209,,,,,,,,,,,,,,,,,,
575,137281,,,,,,,,,,,,,,,,,,
576,137315,,,,,,,,,,,,,,,,,,
577,137351,2010.0,22.8,5.3,40.1,15.9,50.4,11.1,8.9,9.9,53.0,6.8,11.2,6.4,59.1,10.0,3.6,4.6,3754.0
578,137476,,,,,,,,,,,,,,,,,,222.0
579,137546,,,,,,,,,,,,,,,,,,557.0
580,137564,,,,,,,,,,,,,,,,,,558.0
581,137759,,,,,,,,,,,,,,,,,,2531.0
582,137801,,,,,,,,,,,,,,,,,,8.0
583,137810,,,,,,,,,,,,,,,,,,1.0
584,137847,,,,,,,,,,,,,,,,,,1169.0
585,137953,,,,,,,,,,,,,,,,,,35.0
586,137962,,,,,,,,,,,,,,,,,,31.0
587,138187,,,,,,,,,,,,,,,,,,
588,138275,,,,,,,,,,,,,,,,,,138.0
589,138293,,,,,,,,,,,,,,,,,,116.0
590,138309,,,,,,,,,,,,,,,,,,21.0
591,138354,2011.0,23.1,7.7,34.0,20.9,47.8,18.4,6.3,8.6,63.5,7.4,7.8,6.2,67.9,10.0,3.5,3.3,912.0
592,138558,,,,,,,,,,,,,,,,,,
593,138600,,,,,,,,,,,,,,,,,,218.0
594,138655,,,,,,,,,,,,,,,,,,130.0
595,138682,,,,,,,,,,,,,,,,,,553.0
596,138691,,,,,,,,,,,,,,,,,,1033.0
597,138716,,,,,,,,,,,,,,,,,,626.0
598,138761,,,,,,,,,,,,,,,,,,153.0
599,138789,,,,,,,,,,,,,,,,,,753.0
600,138813,,,,,,,,,,,,,,,,,,409.0
601,138840,,,,,,,,,,,,,,,,,,488.0
602,138868,,,,,,,,,,,,,,,,,,66.0
603,138901,,,,,,,,,,,,,,,,,,
604,138947,,,,,,,,,,,,,,,,,,1061.0
605,138956,,,,,,,,,,,,,,,,,,626.0
606,139010,,,,,,,,,,,,,,,,,,567.0
607,139074,,,,,,,,,,,,,,,,,,22.0
608,139144,,,,,,,,,,,,,,,,,,537.0
609,139153,,,,,,,,,,,,,,,,,,22.0
610,139199,,,,,,,,,,,,,,,,,,223.0
611,139205,,,,,,,,,,,,,,,,,,163.0
612,139214,,,,,,,,,,,,,,,,,,10.0
613,139250,,,,,,,,,,,,,,,,,,
614,139278,,,,,,,,,,,,,,,,,,911.0
615,139287,,,,,,,,,,,,,,,,,,9.0
616,139311,,,,,,,,,,,,,,,,,,420.0
617,139357,,,,,,,,,,,,,,,,,,467.0
618,139366,,,,,,,,,,,,,,,,,,968.0
619,139384,,,,,,,,,,,,,,,,,,849.0
620,139393,,,,,,,,,,,,,,,,,,291.0
621,139463,,,,,,,,,,,,,,,,,,116.0
622,139579,,,,,,,,,,,,,,,,,,46.0
623,139621,,,,,,,,,,,,,,,,,,
624,139630,,,,,,,,,,,,,,,,,,140.0
625,139658,,,,,,,,,,,,,,,,,,1226.0
626,139700,,,,,,,,,,,,,,,,,,1125.0
627,139719,,,,,,,,,,,,,,,,,,708.0
628,139755,,,,,,,,,,,,,,,,,,2622.0
629,139764,,,,,,,,,,,,,,,,,,388.0
630,139861,,,,,,,,,,,,,,,,,,1197.0
631,139904,,,,,,,,,,,,,,,,,,332.0
632,139931,2010.0,18.3,4.2,38.3,22.6,44.8,15.3,5.5,13.4,54.3,7.4,13.3,10.8,62.9,12.5,2.7,6.1,3028.0
633,139940,2010.0,17.6,3.5,48.3,16.3,48.3,12.1,11.9,9.7,57.4,6.9,13.6,7.2,64.1,10.8,3.6,4.6,2521.0
634,139959,2010.0,52.3,3.4,34.0,6.2,79.0,7.9,4.4,2.8,78.1,4.5,5.8,4.9,82.3,7.3,1.2,2.8,4675.0
635,139968,,,,,,,,,,,,,,,,,,
636,139986,,,,,,,,,,,,,,,,,,719.0
637,139995,,,,,,,,,,,,,,,,,,117.0
638,140003,,,,,,,,,,,,,,,,,,89.0
639,140012,,,,,,,,,,,,,,,,,,554.0
640,140164,,,,,,,,,,,,,,,,,,2356.0
641,140234,,,,,,,,,,,,,,,,,,224.0
642,140243,,,,,,,,,,,,,,,,,,424.0
643,140252,,,,,,,,,,,,,,,,,,23.0
644,140331,,,,,,,,,,,,,,,,,,1520.0
645,140340,,,,,,,,,,,,,,,,,,31.0
646,140447,,,,,,,,,,,,,,,,,,602.0
647,140553,,,,,,,,,,,,,,,,,,626.0
648,140599,,,,,,,,,,,,,,,,,,298.0
649,140678,,,,,,,,,,,,,,,,,,562.0
650,140696,,,,,,,,,,,,,,,,,,179.0
651,140720,,,,,,,,,,,,,,,,,,258.0
652,140818,,,,,,,,,,,,,,,,,,180.0
653,140872,,,,,,,,,,,,,,,,,,273.0
654,140942,,,,,,,,,,,,,,,,,,551.0
655,140951,,,,,,,,,,,,,,,,,,1596.0
656,140960,,,,,,,,,,,,,,,,,,611.0
657,140988,,,,,,,,,,,,,,,,,,276.0
658,141006,,,,,,,,,,,,,,,,,,530.0
659,141060,,,,,,,,,,,,,,,,,,553.0
660,141097,,,,,,,,,,,,,,,,,,468.0
661,141158,,,,,,,,,,,,,,,,,,131.0
662,141167,,,,,,,,,,,,,,,,,,63.0
663,141185,,,,,,,,,,,,,,,,,,213.0
664,141237,,,,,,,,,,,,,,,,,,162.0
665,141255,,,,,,,,,,,,,,,,,,613.0
666,141264,,,,,,,,,,,,,,,,,,2016.0
667,141325,,,,,,,,,,,,,,,,,,108.0
668,141334,,,,,,,,,,,,,,,,,,1803.0
669,141361,,,,,,,,,,,,,,,,,,
670,141468,,,,,,,,,,,,,,,,,,164.0
671,141486,,,,,,,,,,,,,,,,,,242.0
672,141565,,,,,,,,,,,,,,,,,,497.0
673,141574,,,,,,,,,,,,,,,,,,1727.0
674,141644,,,,,,,,,,,,,,,,,,611.0
675,141680,,,,,,,,,,,,,,,,,,460.0
676,141796,,,,,,,,,,,,,,,,,,741.0
677,141802,,,,,,,,,,,,,,,,,,175.0
678,141811,,,,,,,,,,,,,,,,,,854.0
679,141839,,,,,,,,,,,,,,,,,,
680,141981,,,,,,,,,,,,,,,,,,16.0
681,141990,,,,,,,,,,,,,,,,,,288.0
682,142054,,,,,,,,,,,,,,,,,,187.0
683,142090,,,,,,,,,,,,,,,,,,26.0
684,142115,,,,,,,,,,,,,,,,,,1931.0
685,142179,,,,,,,,,,,,,,,,,,65.0
686,142276,,,,,,,,,,,,,,,,,,774.0
687,142285,2011.0,23.0,3.4,36.3,16.9,50.9,10.5,4.8,10.4,57.2,5.4,11.8,5.5,64.6,7.9,3.0,4.1,1615.0
688,142294,,,,,,,,,,,,,,,,,,224.0
689,142328,,,,,,,,,,,,,,,,,,338.0
690,142337,,,,,,,,,,,,,,,,,,14.0
691,142443,,,,,,,,,,,,,,,,,,927.0
692,142461,,,,,,,,,,,,,,,,,,220.0
693,142522,,,,,,,,,,,,,,,,,,1102.0
694,142559,,,,,,,,,,,,,,,,,,1011.0
695,142887,,,,,,,,,,,,,,,,,,99.0
696,143048,,,,,,,,,,,,,,,,,,446.0
697,143084,,,,,,,,,,,,,,,,,,713.0
698,143118,,,,,,,,,,,,,,,,,,342.0
699,143215,,,,,,,,,,,,,,,,,,789.0
700,143279,,,,,,,,,,,,,,,,,,545.0
701,143288,,,,,,,,,,,,,,,,,,175.0
702,143358,,,,,,,,,,,,,,,,,,1079.0
703,143613,,,,,,,,,,,,,,,,,,358.0
704,144005,,,,,,,,,,,,,,,,,,372.0
705,144050,,,,,,,,,,,,,,,,,,1297.0
706,144157,,,,,,,,,,,,,,,,,,735.0
707,144166,,,,,,,,,,,,,,,,,,581.0
708,144175,,,,,,,,,,,,,,,,,,443.0
709,144184,,,,,,,,,,,,,,,,,,879.0
710,144193,,,,,,,,,,,,,,,,,,473.0
711,144209,,,,,,,,,,,,,,,,,,1161.0
712,144218,,,,,,,,,,,,,,,,,,1104.0
713,144281,,,,,,,,,,,,,,,,,,2166.0
714,144351,,,,,,,,,,,,,,,,,,230.0
715,144467,,,,,,,,,,,,,,,,,,605.0
716,144485,,,,,,,,,,,,,,,,,,838.0
717,144564,,,,,,,,,,,,,,,,,,668.0
718,144740,,,,,,,,,,,,,,,,,,2513.0
719,144865,,,,,,,,,,,,,,,,,,2359.0
720,144883,,,,,,,,,,,,,,,,,,385.0
721,144892,2011.0,35.9,1.8,52.3,5.4,74.0,5.4,4.4,5.0,73.5,1.8,14.7,3.0,82.8,2.8,1.0,2.6,1641.0
722,144944,,,,,,,,,,,,,,,,,,908.0
723,144962,,,,,,,,,,,,,,,,,,508.0
724,144971,,,,,,,,,,,,,,,,,,122.0
725,145239,,,,,,,,,,,,,,,,,,93.0
726,145372,,,,,,,,,,,,,,,,,,307.0
727,145460,,,,,,,,,,,,,,,,,,71.0
728,145497,,,,,,,,,,,,,,,,,,310.0
729,145521,,,,,,,,,,,,,,,,,,399.0
730,145600,,,,,,,,,,,,,,,,,,3272.0
731,145619,,,,,,,,,,,,,,,,,,385.0
732,145637,2008.0,64.1,2.2,22.3,7.5,81.6,6.4,1.0,3.8,82.5,4.2,3.2,3.7,84.0,6.2,0.6,2.6,6905.0
733,145646,,,,,,,,,,,,,,,,,,538.0
734,145682,,,,,,,,,,,,,,,,,,1094.0
735,145691,,,,,,,,,,,,,,,,,,258.0
736,145707,,,,,,,,,,,,,,,,,,62.0
737,145725,,,,,,,,,,,,,,,,,,520.0
738,145770,,,,,,,,,,,,,,,,,,1.0
739,145813,,,,,,,,,,,,,,,,,,3140.0
740,145831,,,,,,,,,,,,,,,,,,226.0
741,146010,,,,,,,,,,,,,,,,,,369.0
742,146205,,,,,,,,,,,,,,,,,,480.0
743,146278,,,,,,,,,,,,,,,,,,513.0
744,146296,,,,,,,,,,,,,,,,,,1062.0
745,146339,,,,,,,,,,,,,,,,,,134.0
746,146348,,,,,,,,,,,,,,,,,,264.0
747,146366,,,,,,,,,,,,,,,,,,846.0
748,146393,,,,,,,,,,,,,,,,,,106.0
749,146418,,,,,,,,,,,,,,,,,,601.0
750,146427,,,,,,,,,,,,,,,,,,307.0
751,146472,,,,,,,,,,,,,,,,,,1206.0
752,146481,,,,,,,,,,,,,,,,,,356.0
753,146506,,,,,,,,,,,,,,,,,,556.0
754,146603,,,,,,,,,,,,,,,,,,292.0
755,146612,,,,,,,,,,,,,,,,,,632.0
756,146667,,,,,,,,,,,,,,,,,,102.0
757,146676,,,,,,,,,,,,,,,,,,
758,146685,,,,,,,,,,,,,,,,,,738.0
759,146700,,,,,,,,,,,,,,,,,,624.0
760,146719,,,,,,,,,,,,,,,,,,2035.0
761,146755,,,,,,,,,,,,,,,,,,3.0
762,146816,,,,,,,,,,,,,,,,,,19.0
763,146825,,,,,,,,,,,,,,,,,,125.0
764,147004,,,,,,,,,,,,,,,,,,468.0
765,147013,,,,,,,,,,,,,,,,,,298.0
766,147129,,,,,,,,,,,,,,,,,,
767,147165,,,,,,,,,,,,,,,,,,
768,147244,,,,,,,,,,,,,,,,,,475.0
769,147341,,,,,,,,,,,,,,,,,,393.0
770,147369,,,,,,,,,,,,,,,,,,364.0
771,147378,,,,,,,,,,,,,,,,,,1260.0
772,147396,,,,,,,,,,,,,,,,,,53.0
773,147411,,,,,,,,,,,,,,,,,,246.0
774,147536,,,,,,,,,,,,,,,,,,7.0
775,147660,,,,,,,,,,,,,,,,,,421.0
776,147679,,,,,,,,,,,,,,,,,,373.0
777,147703,2010.0,27.3,4.3,36.4,17.6,56.2,10.1,4.1,9.8,64.8,7.7,5.9,7.3,69.3,11.0,1.1,4.3,2997.0
778,147749,,,,,,,,,,,,,,,,,,156.0
779,147767,,,,,,,,,,,,,,,,,,1979.0
780,147776,,,,,,,,,,,,,,,,,,870.0
781,147800,,,,,,,,,,,,,,,,,,793.0
782,147828,,,,,,,,,,,,,,,,,,702.0
783,147916,,,,,,,,,,,,,,,,,,935.0
784,148007,,,,,,,,,,,,,,,,,,650.0
785,148131,,,,,,,,,,,,,,,,,,234.0
786,148140,,,,,,,,,,,,,,,,,,131.0
787,148177,,,,,,,,,,,,,,,,,,446.0
788,148256,,,,,,,,,,,,,,,,,,1105.0
789,148292,,,,,,,,,,,,,,,,,,199.0
790,148335,,,,,,,,,,,,,,,,,,305.0
791,148380,,,,,,,,,,,,,,,,,,974.0
792,148399,,,,,,,,,,,,,,,,,,94.0
793,148405,,,,,,,,,,,,,,,,,,114.0
794,148487,,,,,,,,,,,,,,,,,,263.0
795,148496,,,,,,,,,,,,,,,,,,366.0
796,148584,,,,,,,,,,,,,,,,,,198.0
797,148627,,,,,,,,,,,,,,,,,,507.0
798,148654,2009.0,47.0,7.8,25.2,15.7,67.0,14.8,1.7,6.1,62.9,3.8,7.7,6.1,67.5,6.4,1.0,3.8,253.0
799,148672,,,,,,,,,,,,,,,,,,217.0
800,148821,,,,,,,,,,,,,,,,,,107.0
801,148849,,,,,,,,,,,,,,,,,,10.0
802,148876,,,,,,,,,,,,,,,,,,
803,148937,,,,,,,,,,,,,,,,,,117.0
804,148991,,,,,,,,,,,,,,,,,,249.0
805,149222,2010.0,25.9,3.7,29.2,21.6,45.7,10.9,4.2,12.6,69.1,3.6,7.5,6.5,73.7,4.8,1.6,5.3,2487.0
806,149231,2010.0,28.7,4.5,33.4,18.4,52.2,12.9,6.8,9.4,52.1,7.5,11.6,9.7,59.0,11.6,2.7,7.9,1833.0
807,149310,,,,,,,,,,,,,,,,,,256.0
808,149365,,,,,,,,,,,,,,,,,,200.0
809,149505,,,,,,,,,,,,,,,,,,239.0
810,149514,,,,,,,,,,,,,,,,,,165.0
811,149532,,,,,,,,,,,,,,,,,,1286.0
812,149639,,,,,,,,,,,,,,,,,,26.0
813,149727,,,,,,,,,,,,,,,,,,879.0
814,149772,2010.0,34.6,3.6,29.7,17.5,57.5,10.4,2.6,9.0,60.6,5.7,7.5,8.0,65.8,8.3,1.9,4.9,1943.0
815,149781,,,,,,,,,,,,,,,,,,580.0
816,149842,,,,,,,,,,,,,,,,,,1538.0
817,150048,,,,,,,,,,,,,,,,,,167.0
818,150066,,,,,,,,,,,,,,,,,,479.0
819,150136,,,,,,,,,,,,,,,,,,3482.0
820,150145,,,,,,,,,,,,,,,,,,226.0
821,150163,,,,,,,,,,,,,,,,,,987.0
822,150172,,,,,,,,,,,,,,,,,,77.0
823,150251,,,,,,,,,,,,,,,,,,50.0
824,150400,,,,,,,,,,,,,,,,,,664.0
825,150455,,,,,,,,,,,,,,,,,,300.0
826,150534,,,,,,,,,,,,,,,,,,651.0
827,150604,,,,,,,,,,,,,,,,,,352.0
828,150668,,,,,,,,,,,,,,,,,,202.0
829,150677,,,,,,,,,,,,,,,,,,266.0
830,150756,,,,,,,,,,,,,,,,,,231.0
831,150774,,,,,,,,,,,,,,,,,,176.0
832,150941,,,,,,,,,,,,,,,,,,244.0
833,150987,,,,,,,,,,,,,,,,,,13104.0
834,151102,2011.0,7.2,8.2,31.1,18.2,25.6,14.6,10.9,12.4,28.8,11.8,17.7,12.4,35.9,15.8,7.3,11.5,1546.0
835,151111,,,,,,,,,,,,,,,,,,2590.0
836,151166,,,,,,,,,,,,,,,,,,
837,151263,,,,,,,,,,,,,,,,,,718.0
838,151290,,,,,,,,,,,,,,,,,,293.0
839,151306,2010.0,13.9,5.5,27.4,21.4,31.8,13.2,6.2,12.1,39.1,9.1,11.5,15.0,45.5,13.8,3.8,7.7,2047.0
840,151324,2010.0,23.1,6.8,36.1,19.6,48.1,12.9,10.1,13.7,50.1,9.4,21.8,9.8,60.6,13.1,7.4,7.2,1687.0
841,151333,2010.0,4.5,9.1,23.5,24.9,21.2,17.8,8.5,12.5,20.9,29.8,24.1,17.8,24.1,30.9,11.0,12.6,373.0
842,151342,,,,,,,,,,,,,,,,,,789.0
843,151351,,,,,,,,,,,,,,,,,,7157.0
844,151360,,,,,,,,,,,,,,,,,,506.0
845,151379,,,,,,,,,,,,,,,,,,770.0
846,151388,,,,,,,,,,,,,,,,,,243.0
847,151458,,,,,,,,,,,,,,,,,,70.0
848,151467,,,,,,,,,,,,,,,,,,186.0
849,151494,,,,,,,,,,,,,,,,,,27.0
850,151500,,,,,,,,,,,,,,,,,,14.0
851,151519,,,,,,,,,,,,,,,,,,65.0
852,151616,,,,,,,,,,,,,,,,,,4.0
853,151625,,,,,,,,,,,,,,,,,,6.0
854,151661,,,,,,,,,,,,,,,,,,1048.0
855,151777,,,,,,,,,,,,,,,,,,316.0
856,151786,,,,,,,,,,,,,,,,,,267.0
857,151801,,,,,,,,,,,,,,,,,,751.0
858,151810,,,,,,,,,,,,,,,,,,34.0
859,151944,,,,,,,,,,,,,,,,,,4.0
860,152080,,,,,,,,,,,,,,,,,,1984.0
861,152099,,,,,,,,,,,,,,,,,,155.0
862,152248,2010.0,6.2,4.6,35.7,16.2,25.8,9.7,13.3,11.3,25.1,9.2,19.3,12.5,32.5,10.8,7.5,12.0,1146.0
